fin_main_sw,cap_load,frf,fin_battery_cap,Rout_LNA,Current Consumption,Output PP Amplitude,Tracking Bandwidth (GHz),ENOB,SNR,SFDR
6,4E-15,2.84E+10,90,45,1.11E-04,9.99E-01,24.01,6.879,43.17,43.28
6,8E-15,2.44E+10,80,45,1.12E-04,9.99E-01,16.36,6.709,42.15,42.26
6,8E-15,2.44E+10,80,45,1.12E-04,9.99E-01,16.36,6.709,42.15,42.26
6,2E-15,3.64E+10,70,45,1.11E-04,9.99E-01,34.1,5.657,35.82,35.92
6,2E-15,2.56E+10,80,58,1.11E-04,9.99E-01,29.63,5.199,33.06,33.22
6,2E-15,2.56E+10,80,58,1.11E-04,9.99E-01,29.63,5.199,33.06,33.22
2,8E-15,2.04E+10,70,45,1.08E-04,9.99E-01,7.759,8.942,55.59,55.71
2,4E-15,2.56E+10,80,38,1.08E-04,1.00E+00,13.82,6.591,41.44,41.56
2,4E-15,2.56E+10,80,38,1.08E-04,1.00E+00,13.82,6.591,41.44,41.56
6,4E-15,3.64E+10,70,38,1.11E-04,1,26.1,6.718,42.21,42.32
6,2E-15,2.84E+10,70,58,1.11E-04,1,30.37,5.825,36.83,36.94
4,2E-15,2.84E+10,70,58,1.10E-04,1,27.36,6.217,39.19,39.3
4,2E-15,2.84E+10,70,58,1.10E-04,1,27.36,6.217,39.19,39.3
4,2E-15,2.56E+10,80,58,1.09E-04,1,26.69,5.534,35.08,35.24
4,2E-15,2.56E+10,80,58,1.09E-04,1,26.69,5.534,35.08,35.24
4,2E-15,2.56E+10,80,58,1.09E-04,1,26.69,5.534,35.08,35.24
4,2E-15,2.56E+10,80,58,1.09E-04,1,26.69,5.534,35.08,35.24
6,6E-15,2.84E+10,70,45,1.11E-04,1,19.98,7.471,46.74,46.85
6,6E-15,2.84E+10,70,45,1.11E-04,1,19.98,7.471,46.74,46.85
4,8E-15,2.44E+10,80,38,1.10E-04,1,13.16,6.744,42.36,42.47
4,8E-15,2.44E+10,80,38,1.10E-04,1,13.16,6.744,42.36,42.47
4,8E-15,2.44E+10,80,38,1.10E-04,1,13.16,6.744,42.36,42.47
4,8E-15,2.44E+10,80,38,1.10E-04,1,13.16,6.744,42.36,42.47
2,4E-15,2.44E+10,80,45,1.08E-04,1.001,13.51,6.74,42.34,42.45
2,4E-15,2.44E+10,80,45,1.08E-04,1.001,13.51,6.74,42.34,42.45
6,6E-15,2.56E+10,80,45,1.11E-04,1.001,19.59,6.227,39.25,39.37
6,6E-15,2.56E+10,80,45,1.11E-04,1.001,19.59,6.227,39.25,39.37
6,6E-15,2.56E+10,80,45,1.11E-04,1.001,19.59,6.227,39.25,39.37
6,6E-15,2.56E+10,80,45,1.11E-04,1.001,19.59,6.227,39.25,39.37
4,4E-15,3.24E+10,80,38,1.10E-04,1.002,21.14,6.943,43.56,43.67
4,4E-15,3.24E+10,80,38,1.10E-04,1.002,21.14,6.943,43.56,43.67
4,4E-15,3.24E+10,80,38,1.10E-04,1.002,21.14,6.943,43.56,43.67
4,4E-15,3.24E+10,80,38,1.10E-04,1.002,21.14,6.943,43.56,43.67
4,4E-15,2.84E+10,80,45,1.10E-04,1.003,20.33,7.365,46.1,46.21
4,4E-15,2.84E+10,80,45,1.10E-04,1.003,20.33,7.365,46.1,46.21
4,4E-15,2.84E+10,80,45,1.10E-04,1.003,20.33,7.365,46.1,46.21
4,4E-15,2.84E+10,80,45,1.10E-04,1.003,20.33,7.365,46.1,46.21
6,8E-15,2.84E+10,70,38,1.11E-04,1.003,17.22,7.826,48.88,48.99
2,4E-15,2.04E+10,90,58,1.08E-04,1.003,12.74,8.349,52.03,52.14
6,8E-15,2.56E+10,80,38,1.11E-04,1.003,16.95,6.344,39.96,40.07
6,8E-15,2.56E+10,80,38,1.11E-04,1.003,16.95,6.344,39.96,40.07
4,4E-15,2.56E+10,90,45,1.09E-04,1.003,19.96,6.143,38.75,38.87
4,4E-15,2.56E+10,90,45,1.09E-04,1.003,19.96,6.143,38.75,38.87
6,4E-15,3.24E+10,90,38,1.11E-04,1.004,25.28,6.86,43.06,43.17
4,6E-15,2.04E+10,90,58,1.10E-04,1.004,14.53,7.963,49.7,49.81
4,6E-15,2.04E+10,90,58,1.10E-04,1.004,14.53,7.963,49.7,49.81
4,6E-15,2.04E+10,90,58,1.10E-04,1.004,14.53,7.963,49.7,49.81
2,8E-15,2.04E+10,80,38,1.08E-04,1.004,7.796,8.942,55.6,55.71
2,8E-15,2.04E+10,80,38,1.08E-04,1.004,7.796,8.942,55.6,55.71
4,4E-15,2.44E+10,70,58,1.10E-04,1.005,19.41,6.352,40,40.11
4,4E-15,2.44E+10,70,58,1.10E-04,1.005,19.41,6.352,40,40.11
2,6E-15,2.04E+10,90,45,1.08E-04,1.005,9.682,9.839,60.99,61.13
2,6E-15,2.04E+10,90,45,1.08E-04,1.005,9.682,9.839,60.99,61.13
4,2E-15,3.64E+10,90,38,1.09E-04,1.005,30.71,6.024,38.03,38.14
4,2E-15,3.64E+10,90,38,1.09E-04,1.005,30.71,6.024,38.03,38.14
4,8E-15,2.04E+10,70,58,1.10E-04,1.006,12.48,8.308,51.78,51.89
4,8E-15,2.04E+10,70,58,1.10E-04,1.006,12.48,8.308,51.78,51.89
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
4,6E-15,2.44E+10,80,45,1.10E-04,1.006,15.65,6.698,42.09,42.2
6,6E-15,2.84E+10,90,38,1.11E-04,1.006,20.1,7.412,46.38,46.49
6,6E-15,2.84E+10,90,38,1.11E-04,1.006,20.1,7.412,46.38,46.49
6,8E-15,2.04E+10,80,58,1.11E-04,1.007,15.36,7.762,48.49,48.6
6,8E-15,2.04E+10,80,58,1.11E-04,1.007,15.36,7.762,48.49,48.6
4,2E-15,3.24E+10,80,45,1.10E-04,1.007,29.45,6.462,40.67,40.77
4,2E-15,3.24E+10,80,45,1.10E-04,1.007,29.45,6.462,40.67,40.77
4,2E-15,3.24E+10,80,45,1.10E-04,1.007,29.45,6.462,40.67,40.77
4,2E-15,3.24E+10,80,45,1.10E-04,1.007,29.45,6.462,40.67,40.77
2,2E-15,3.24E+10,70,45,1.08E-04,1.007,22.38,6.786,42.62,42.72
2,2E-15,2.44E+10,80,58,1.08E-04,1.007,20.47,6.136,38.7,38.81
2,2E-15,2.44E+10,80,58,1.08E-04,1.007,20.47,6.136,38.7,38.81
4,6E-15,2.84E+10,70,38,1.10E-04,1.008,16.37,7.838,48.95,49.06
4,6E-15,2.84E+10,70,38,1.10E-04,1.008,16.37,7.838,48.95,49.06
4,6E-15,2.84E+10,70,38,1.10E-04,1.008,16.37,7.838,48.95,49.06
4,6E-15,2.84E+10,70,38,1.10E-04,1.008,16.37,7.838,48.95,49.06
2,2E-15,2.84E+10,90,45,1.08E-04,1.008,21.54,7.149,44.8,44.91
6,2E-15,3.24E+10,80,45,1.11E-04,1.008,33.45,6.087,38.41,38.51
6,2E-15,3.24E+10,80,45,1.11E-04,1.008,33.45,6.087,38.41,38.51
6,6E-15,2.44E+10,90,45,1.11E-04,1.008,19.23,6.392,40.24,40.35
6,6E-15,2.44E+10,90,45,1.11E-04,1.008,19.23,6.392,40.24,40.35
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
4,6E-15,2.56E+10,80,38,1.10E-04,1.009,16.13,6.409,40.35,40.46
6,2E-15,3.64E+10,90,38,1.11E-04,1.009,35.31,5.544,35.14,35.24
2,2E-15,3.64E+10,70,38,1.08E-04,1.009,23.18,7.002,43.92,44.03
2,2E-15,2.56E+10,70,58,1.08E-04,1.01,20.98,6.191,39.04,39.18
6,4E-15,2.44E+10,70,58,1.12E-04,1.01,22.94,5.791,36.63,36.73
2,2E-15,3.24E+10,90,38,1.08E-04,1.01,22.44,6.917,43.41,43.51
4,8E-15,2.44E+10,70,38,1.10E-04,1.01,13.32,6.699,42.09,42.2
4,8E-15,2.44E+10,70,38,1.10E-04,1.01,13.32,6.699,42.09,42.2
2,8E-15,2.04E+10,70,38,1.08E-04,1.011,7.845,9.149,56.85,56.96
6,4E-15,2.84E+10,80,45,1.11E-04,1.011,24.43,6.85,43,43.11
6,4E-15,2.84E+10,80,45,1.11E-04,1.011,24.43,6.85,43,43.11
6,8E-15,2.44E+10,70,45,1.12E-04,1.011,16.65,6.668,41.9,42.01
2,4E-15,2.56E+10,70,38,1.08E-04,1.011,14,6.675,41.95,42.06
6,4E-15,2.56E+10,90,45,1.11E-04,1.012,24.01,5.837,36.91,37.04
6,2E-15,2.44E+10,80,58,1.12E-04,1.012,29.63,4.766,30.45,30.56
6,2E-15,2.44E+10,80,58,1.12E-04,1.012,29.63,4.766,30.45,30.56
2,6E-15,2.04E+10,80,45,1.08E-04,1.012,9.786,9.398,58.34,58.47
2,6E-15,2.04E+10,80,45,1.08E-04,1.012,9.786,9.398,58.34,58.47
2,6E-15,2.04E+10,80,45,1.08E-04,1.012,9.786,9.398,58.34,58.47
2,6E-15,2.04E+10,80,45,1.08E-04,1.012,9.786,9.398,58.34,58.47
6,6E-15,2.04E+10,90,58,1.11E-04,1.012,17.76,7.327,45.88,45.98
6,6E-15,2.04E+10,90,58,1.11E-04,1.012,17.76,7.327,45.88,45.98
2,4E-15,2.04E+10,80,58,1.08E-04,1.013,12.97,8.238,51.36,51.47
2,4E-15,2.04E+10,80,58,1.08E-04,1.013,12.97,8.238,51.36,51.47
4,2E-15,2.44E+10,80,58,1.10E-04,1.013,26.69,5.176,32.92,33.03
4,2E-15,2.44E+10,80,58,1.10E-04,1.013,26.69,5.176,32.92,33.03
4,2E-15,2.44E+10,80,58,1.10E-04,1.013,26.69,5.176,32.92,33.03
4,2E-15,2.44E+10,80,58,1.10E-04,1.013,26.69,5.176,32.92,33.03
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
4,6E-15,2.04E+10,80,58,1.10E-04,1.014,14.81,7.905,49.35,49.46
2,4E-15,2.44E+10,70,45,1.08E-04,1.014,13.71,6.685,42.01,42.12
6,4E-15,3.24E+10,80,38,1.11E-04,1.014,25.66,6.784,42.61,42.71
6,4E-15,3.24E+10,80,38,1.11E-04,1.014,25.66,6.784,42.61,42.71
2,4E-15,2.44E+10,90,38,1.08E-04,1.014,13.65,6.693,42.06,42.16
4,4E-15,3.24E+10,70,38,1.10E-04,1.014,21.5,6.838,42.93,43.04
4,4E-15,3.24E+10,70,38,1.10E-04,1.014,21.5,6.838,42.93,43.04
6,6E-15,2.56E+10,70,45,1.11E-04,1.015,19.98,6.278,39.56,39.68
6,6E-15,2.56E+10,70,45,1.11E-04,1.015,19.98,6.278,39.56,39.68
4,2E-15,3.64E+10,80,38,1.10E-04,1.015,31.17,6.047,38.17,38.27
4,2E-15,3.64E+10,80,38,1.10E-04,1.015,31.17,6.047,38.17,38.27
4,2E-15,3.64E+10,80,38,1.10E-04,1.015,31.17,6.047,38.17,38.27
4,2E-15,3.64E+10,80,38,1.10E-04,1.015,31.17,6.047,38.17,38.27
6,8E-15,2.56E+10,70,38,1.11E-04,1.015,17.22,6.42,40.41,40.53
6,8E-15,2.44E+10,90,38,1.12E-04,1.016,16.71,6.612,41.57,41.68
6,8E-15,2.04E+10,70,58,1.11E-04,1.016,15.69,7.695,48.09,48.2
4,4E-15,2.56E+10,80,45,1.09E-04,1.017,20.33,6.181,38.97,39.1
4,4E-15,2.56E+10,80,45,1.09E-04,1.017,20.33,6.181,38.97,39.1
4,4E-15,2.56E+10,80,45,1.09E-04,1.017,20.33,6.181,38.97,39.1
4,4E-15,2.56E+10,80,45,1.09E-04,1.017,20.33,6.181,38.97,39.1
4,4E-15,2.84E+10,70,45,1.10E-04,1.017,20.73,7.308,45.76,45.87
4,4E-15,2.84E+10,70,45,1.10E-04,1.017,20.73,7.308,45.76,45.87
6,6E-15,2.56E+10,90,38,1.11E-04,1.017,20.1,6.088,38.42,38.53
6,6E-15,2.56E+10,90,38,1.11E-04,1.017,20.1,6.088,38.42,38.53
6,6E-15,2.84E+10,80,38,1.11E-04,1.017,20.42,7.4,46.32,46.42
6,6E-15,2.84E+10,80,38,1.11E-04,1.017,20.42,7.4,46.32,46.42
6,6E-15,2.84E+10,80,38,1.11E-04,1.017,20.42,7.4,46.32,46.42
6,6E-15,2.84E+10,80,38,1.11E-04,1.017,20.42,7.4,46.32,46.42
6,2E-15,2.56E+10,70,58,1.11E-04,1.017,30.37,5.187,32.99,33.15
4,2E-15,2.84E+10,90,45,1.10E-04,1.018,28.96,6.367,40.09,40.2
4,2E-15,2.84E+10,90,45,1.10E-04,1.018,28.96,6.367,40.09,40.2
6,2E-15,3.64E+10,80,38,1.11E-04,1.018,35.76,5.553,35.19,35.3
6,2E-15,3.64E+10,80,38,1.11E-04,1.018,35.76,5.553,35.19,35.3
4,2E-15,2.56E+10,70,58,1.09E-04,1.018,27.36,5.524,35.02,35.19
4,2E-15,2.56E+10,70,58,1.09E-04,1.018,27.36,5.524,35.02,35.19
4,6E-15,2.44E+10,70,45,1.10E-04,1.019,15.91,6.648,41.78,41.89
4,6E-15,2.44E+10,70,45,1.10E-04,1.019,15.91,6.648,41.78,41.89
4,6E-15,2.44E+10,70,45,1.10E-04,1.019,15.91,6.648,41.78,41.89
4,6E-15,2.44E+10,70,45,1.10E-04,1.019,15.91,6.648,41.78,41.89
4,8E-15,2.04E+10,90,45,1.10E-04,1.019,12.66,8.26,51.49,51.6
4,8E-15,2.04E+10,90,45,1.10E-04,1.019,12.66,8.26,51.49,51.6
2,6E-15,2.04E+10,90,38,1.08E-04,1.019,9.853,9.446,58.63,58.75
2,6E-15,2.04E+10,90,38,1.08E-04,1.019,9.853,9.446,58.63,58.75
4,4E-15,2.84E+10,90,38,1.10E-04,1.019,20.81,7.296,45.69,45.79
4,4E-15,2.84E+10,90,38,1.10E-04,1.019,20.81,7.296,45.69,45.79
6,2E-15,2.84E+10,90,45,1.11E-04,1.02,32.92,5.962,37.66,37.76
2,6E-15,2.04E+10,70,45,1.08E-04,1.02,9.889,8.988,55.87,55.99
4,6E-15,2.56E+10,70,38,1.10E-04,1.021,16.37,6.484,40.8,40.91
4,6E-15,2.56E+10,70,38,1.10E-04,1.021,16.37,6.484,40.8,40.91
4,6E-15,2.56E+10,70,38,1.10E-04,1.021,16.37,6.484,40.8,40.91
4,6E-15,2.56E+10,70,38,1.10E-04,1.021,16.37,6.484,40.8,40.91
6,6E-15,2.44E+10,80,45,1.12E-04,1.021,19.59,6.362,40.06,40.17
6,6E-15,2.44E+10,80,45,1.12E-04,1.021,19.59,6.362,40.06,40.17
6,6E-15,2.44E+10,80,45,1.12E-04,1.021,19.59,6.362,40.06,40.17
6,6E-15,2.44E+10,80,45,1.12E-04,1.021,19.59,6.362,40.06,40.17
4,6E-15,2.44E+10,90,38,1.10E-04,1.021,15.91,6.622,41.63,41.73
4,6E-15,2.44E+10,90,38,1.10E-04,1.021,15.91,6.622,41.63,41.73
4,6E-15,2.44E+10,90,38,1.10E-04,1.021,15.91,6.622,41.63,41.73
4,6E-15,2.44E+10,90,38,1.10E-04,1.021,15.91,6.622,41.63,41.73
2,2E-15,3.24E+10,80,38,1.08E-04,1.021,22.79,6.834,42.91,43.01
2,2E-15,3.24E+10,80,38,1.08E-04,1.021,22.79,6.834,42.91,43.01
2,2E-15,2.84E+10,80,45,1.08E-04,1.021,21.93,7.116,44.6,44.71
2,2E-15,2.84E+10,80,45,1.08E-04,1.021,21.93,7.116,44.6,44.71
4,4E-15,2.44E+10,90,45,1.10E-04,1.021,19.96,6.272,39.52,39.63
4,4E-15,2.44E+10,90,45,1.10E-04,1.021,19.96,6.272,39.52,39.63
6,6E-15,2.04E+10,80,58,1.11E-04,1.021,18.16,7.279,45.59,45.69
6,6E-15,2.04E+10,80,58,1.11E-04,1.021,18.16,7.279,45.59,45.69
6,6E-15,2.04E+10,80,58,1.11E-04,1.021,18.16,7.279,45.59,45.69
6,6E-15,2.04E+10,80,58,1.11E-04,1.021,18.16,7.279,45.59,45.69
4,2E-15,3.24E+10,70,45,1.10E-04,1.021,30.05,6.385,40.2,40.31
4,2E-15,3.24E+10,70,45,1.10E-04,1.021,30.05,6.385,40.2,40.31
2,2E-15,2.56E+10,90,45,1.07E-04,1.022,21.54,6.04,38.13,38.26
6,2E-15,3.24E+10,70,45,1.11E-04,1.023,34.1,6.026,38.04,38.15
2,4E-15,2.44E+10,80,38,1.08E-04,1.024,13.82,6.651,41.8,41.91
2,4E-15,2.44E+10,80,38,1.08E-04,1.024,13.82,6.651,41.8,41.91
4,4E-15,2.04E+10,90,58,1.09E-04,1.024,18.49,7.242,45.36,45.47
4,4E-15,2.04E+10,90,58,1.09E-04,1.024,18.49,7.242,45.36,45.47
6,4E-15,2.56E+10,80,45,1.11E-04,1.025,24.43,5.86,37.04,37.18
6,4E-15,2.56E+10,80,45,1.11E-04,1.025,24.43,5.86,37.04,37.18
4,6E-15,2.04E+10,70,58,1.10E-04,1.025,15.12,7.818,48.83,48.94
4,6E-15,2.04E+10,70,58,1.10E-04,1.025,15.12,7.818,48.83,48.94
4,6E-15,2.04E+10,70,58,1.10E-04,1.025,15.12,7.818,48.83,48.94
4,6E-15,2.04E+10,70,58,1.10E-04,1.025,15.12,7.818,48.83,48.94
2,4E-15,2.04E+10,70,58,1.08E-04,1.025,13.2,8.1,50.53,50.64
4,2E-15,3.24E+10,90,38,1.09E-04,1.025,30.71,6.473,40.73,40.84
2,2E-15,2.44E+10,70,58,1.08E-04,1.025,20.98,6.061,38.25,38.36
2,6E-15,2.04E+10,80,38,1.08E-04,1.025,9.944,9.094,56.51,56.63
2,6E-15,2.04E+10,80,38,1.08E-04,1.025,9.944,9.094,56.51,56.63
2,6E-15,2.04E+10,80,38,1.08E-04,1.025,9.944,9.094,56.51,56.63
2,6E-15,2.04E+10,80,38,1.08E-04,1.025,9.944,9.094,56.51,56.63
6,4E-15,2.84E+10,70,45,1.11E-04,1.026,24.92,6.798,42.69,42.79
6,4E-15,3.24E+10,70,38,1.11E-04,1.026,26.1,6.696,42.07,42.18
6,8E-15,2.44E+10,80,38,1.12E-04,1.026,16.95,6.586,41.41,41.52
6,8E-15,2.44E+10,80,38,1.12E-04,1.026,16.95,6.586,41.41,41.52
4,2E-15,3.64E+10,70,38,1.10E-04,1.027,31.74,6.064,38.27,38.37
4,2E-15,3.64E+10,70,38,1.10E-04,1.027,31.74,6.064,38.27,38.37
6,2E-15,3.24E+10,90,38,1.11E-04,1.027,35.31,6.073,38.32,38.43
6,4E-15,2.44E+10,90,45,1.11E-04,1.027,24.01,5.772,36.51,36.61
6,6E-15,2.56E+10,80,38,1.11E-04,1.028,20.42,6.139,38.72,38.84
6,6E-15,2.56E+10,80,38,1.11E-04,1.028,20.42,6.139,38.72,38.84
6,6E-15,2.56E+10,80,38,1.11E-04,1.028,20.42,6.139,38.72,38.84
6,6E-15,2.56E+10,80,38,1.11E-04,1.028,20.42,6.139,38.72,38.84
6,4E-15,2.04E+10,90,58,1.11E-04,1.028,21.89,6.573,41.33,41.44
4,8E-15,2.04E+10,80,45,1.10E-04,1.028,12.84,8.183,51.03,51.14
4,8E-15,2.04E+10,80,45,1.10E-04,1.028,12.84,8.183,51.03,51.14
4,8E-15,2.04E+10,80,45,1.10E-04,1.028,12.84,8.183,51.03,51.14
4,8E-15,2.04E+10,80,45,1.10E-04,1.028,12.84,8.183,51.03,51.14
6,6E-15,2.84E+10,70,38,1.11E-04,1.029,20.77,7.356,46.05,46.16
6,6E-15,2.84E+10,70,38,1.11E-04,1.029,20.77,7.356,46.05,46.16
6,4E-15,2.84E+10,90,38,1.11E-04,1.029,25.28,6.863,43.08,43.18
6,2E-15,3.64E+10,70,38,1.11E-04,1.03,36.33,5.558,35.22,35.33
6,2E-15,2.44E+10,70,58,1.12E-04,1.03,30.37,4.712,30.13,30.24
4,4E-15,2.56E+10,90,38,1.09E-04,1.03,20.81,6.063,38.27,38.38
4,4E-15,2.56E+10,90,38,1.09E-04,1.03,20.81,6.063,38.27,38.38
4,4E-15,2.84E+10,80,38,1.10E-04,1.03,21.14,7.279,45.58,45.69
4,4E-15,2.84E+10,80,38,1.10E-04,1.03,21.14,7.279,45.58,45.69
4,4E-15,2.84E+10,80,38,1.10E-04,1.03,21.14,7.279,45.58,45.69
4,4E-15,2.84E+10,80,38,1.10E-04,1.03,21.14,7.279,45.58,45.69
4,4E-15,2.56E+10,70,45,1.10E-04,1.031,20.73,6.223,39.23,39.36
4,4E-15,2.56E+10,70,45,1.10E-04,1.031,20.73,6.223,39.23,39.36
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,6E-15,2.44E+10,80,38,1.10E-04,1.032,16.13,6.587,41.42,41.52
4,2E-15,2.44E+10,70,58,1.10E-04,1.032,27.36,5.111,32.53,32.63
4,2E-15,2.44E+10,70,58,1.10E-04,1.032,27.36,5.111,32.53,32.63
4,2E-15,2.84E+10,80,45,1.10E-04,1.032,29.45,6.332,39.88,39.99
4,2E-15,2.84E+10,80,45,1.10E-04,1.032,29.45,6.332,39.88,39.99
4,2E-15,2.84E+10,80,45,1.10E-04,1.032,29.45,6.332,39.88,39.99
4,2E-15,2.84E+10,80,45,1.10E-04,1.032,29.45,6.332,39.88,39.99
4,2E-15,2.56E+10,90,45,1.09E-04,1.032,28.96,5.475,34.72,34.88
4,2E-15,2.56E+10,90,45,1.09E-04,1.032,28.96,5.475,34.72,34.88
6,2E-15,2.84E+10,80,45,1.11E-04,1.032,33.45,5.931,37.47,37.57
6,2E-15,2.84E+10,80,45,1.11E-04,1.032,33.45,5.931,37.47,37.57
6,2E-15,2.56E+10,90,45,1.11E-04,1.032,32.92,5.16,32.83,32.98
2,6E-15,2.04E+10,70,38,1.08E-04,1.033,10.03,8.759,54.49,54.6
2,6E-15,2.04E+10,70,38,1.08E-04,1.033,10.03,8.759,54.49,54.6
6,6E-15,2.04E+10,70,58,1.11E-04,1.034,18.62,7.208,45.16,45.27
6,6E-15,2.04E+10,70,58,1.11E-04,1.034,18.62,7.208,45.16,45.27
4,4E-15,2.04E+10,80,58,1.10E-04,1.034,18.93,7.178,44.98,45.08
4,4E-15,2.04E+10,80,58,1.10E-04,1.034,18.93,7.178,44.98,45.08
4,4E-15,2.04E+10,80,58,1.10E-04,1.034,18.93,7.178,44.98,45.08
4,4E-15,2.04E+10,80,58,1.10E-04,1.034,18.93,7.178,44.98,45.08
6,8E-15,2.04E+10,90,45,1.11E-04,1.034,16.1,7.562,47.29,47.39
2,2E-15,3.24E+10,70,38,1.08E-04,1.034,23.18,6.737,42.32,42.43
6,6E-15,2.44E+10,70,45,1.12E-04,1.034,19.98,6.318,39.8,39.9
6,6E-15,2.44E+10,70,45,1.12E-04,1.034,19.98,6.318,39.8,39.9
4,4E-15,2.44E+10,80,45,1.10E-04,1.034,20.33,6.233,39.28,39.39
4,4E-15,2.44E+10,80,45,1.10E-04,1.034,20.33,6.233,39.28,39.39
4,4E-15,2.44E+10,80,45,1.10E-04,1.034,20.33,6.233,39.28,39.39
4,4E-15,2.44E+10,80,45,1.10E-04,1.034,20.33,6.233,39.28,39.39
2,4E-15,2.44E+10,70,38,1.08E-04,1.035,14,6.6,41.5,41.6
2,2E-15,2.84E+10,90,38,1.08E-04,1.035,22.44,7.108,44.55,44.66
2,2E-15,2.56E+10,80,45,1.08E-04,1.035,21.93,6.067,38.29,38.42
2,2E-15,2.56E+10,80,45,1.08E-04,1.035,21.93,6.067,38.29,38.42
4,2E-15,3.24E+10,80,38,1.10E-04,1.036,31.17,6.422,40.42,40.53
4,2E-15,3.24E+10,80,38,1.10E-04,1.036,31.17,6.422,40.42,40.53
4,2E-15,3.24E+10,80,38,1.10E-04,1.036,31.17,6.422,40.42,40.53
4,2E-15,3.24E+10,80,38,1.10E-04,1.036,31.17,6.422,40.42,40.53
2,2E-15,2.84E+10,70,45,1.08E-04,1.036,22.38,7.054,44.23,44.34
2,4E-15,2.04E+10,90,45,1.08E-04,1.036,13.32,8.109,50.58,50.69
6,6E-15,2.44E+10,90,38,1.12E-04,1.036,20.1,6.285,39.6,39.7
6,6E-15,2.44E+10,90,38,1.12E-04,1.036,20.1,6.285,39.6,39.7
2,2E-15,2.44E+10,90,45,1.08E-04,1.037,21.54,6.065,38.28,38.38
6,8E-15,2.44E+10,70,38,1.12E-04,1.037,17.22,6.545,41.16,41.27
6,4E-15,2.04E+10,80,58,1.11E-04,1.037,22.38,6.506,40.93,41.04
6,4E-15,2.04E+10,80,58,1.11E-04,1.037,22.38,6.506,40.93,41.04
6,2E-15,3.24E+10,80,38,1.11E-04,1.038,35.76,6.033,38.08,38.19
6,2E-15,3.24E+10,80,38,1.11E-04,1.038,35.76,6.033,38.08,38.19
4,8E-15,2.04E+10,70,45,1.10E-04,1.038,13.02,8.072,50.36,50.47
4,8E-15,2.04E+10,70,45,1.10E-04,1.038,13.02,8.072,50.36,50.47
2,2E-15,2.04E+10,90,58,1.08E-04,1.039,20,6.987,43.83,43.93
4,6E-15,2.04E+10,90,45,1.10E-04,1.039,15.4,7.727,48.28,48.39
4,6E-15,2.04E+10,90,45,1.10E-04,1.039,15.4,7.727,48.28,48.39
4,6E-15,2.04E+10,90,45,1.10E-04,1.039,15.4,7.727,48.28,48.39
4,6E-15,2.04E+10,90,45,1.10E-04,1.039,15.4,7.727,48.28,48.39
6,4E-15,2.56E+10,90,38,1.11E-04,1.039,25.28,5.775,36.53,36.66
6,4E-15,2.56E+10,70,45,1.11E-04,1.039,24.92,5.885,37.19,37.34
