Wpmos_in,L_Radius,Cin_OD,Wnmos_follower,center_freq,Output Impedance (Rout),Power(mW),Gain,spectrum_sfdr,spectrum_snr,spectrum_enob
35,12e-6,10e-15,14,31.6e9,48.56,14.18,848.1e-3,53.89,57.41,9.243
35,12e-6,10e-15,16,31.2e9,46.94,14.17,1.128,53.85,57.42,9.245
35,12e-6,10e-15,18,30.4e9,45.96,14.16,1.364,53.88,57.48,9.255
35,12e-6,10e-15,20,30e9,45.41,14.15,1.569,54.08,57.67,9.286
35,12e-6,10e-15,15,31.2e9,47.67,14.18,996e-3,53.87,57.41,9.244
35,12e-6,10e-15,10,32.8e9,55.32,14.17,55.36e-3,54.02,57.34,9.232
35,12e-6,10e-15,12,32e9,51.18,14.18,502.1e-3,53.96,57.39,9.24
35,12e-6,10e-15,14,31.6e9,48.56,14.18,848.1e-3,53.89,57.41,9.243
35,12e-6,10e-15,16,31.2e9,46.94,14.17,1.128,53.85,57.42,9.245
35,12e-6,10e-15,18,30.4e9,45.96,14.16,1.364,53.88,57.48,9.255
35,12e-6,10e-15,20,30e9,45.41,14.15,1.569,54.08,57.67,9.286
35,12e-6,40e-15,15,29.2e9,50.58,14.24,470.3e-3,54.14,57.83,9.314
35,12e-6,40e-15,10,30.4e9,57.32,14.25,-1.111,53.88,57.52,9.261
35,12e-6,40e-15,12,30e9,53.63,14.25,-360.6e-3,53.94,57.61,9.277
35,12e-6,40e-15,14,29.6e9,51.34,14.25,217.4e-3,54.06,57.75,9.3
35,12e-6,40e-15,16,28.8e9,49.92,14.24,681.8e-3,54.21,57.9,9.324
35,12e-6,40e-15,18,28.4e9,49.05,14.23,1.067,54.1,57.76,9.301
35,12e-6,40e-15,20,28e9,48.51,14.22,1.39,53.5,57.12,9.195
35,12e-6,70e-15,15,28e9,52.42,14.29,-408.5e-3,55.57,58.51,9.426
35,12e-6,70e-15,10,29.2e9,58.66,14.29,-2.464,54.59,58.07,9.352
35,12e-6,70e-15,12,28.8e9,55.23,14.29,-1.502,55.42,58.71,9.458
35,12e-6,70e-15,14,28e9,53.1,14.29,-739.8e-3,55.73,58.74,9.464
35,12e-6,70e-15,16,27.6e9,51.77,14.28,-121.6e-3,55.32,58.19,9.373
35,12e-6,70e-15,18,27.2e9,50.93,14.27,390e-3,54.82,57.65,9.283
35,12e-6,70e-15,20,26.4e9,50.37,14.26,822.7e-3,54.55,57.37,9.237
35,12e-6,100e-15,15,26.8e9,53.58,14.31,-1.393,54.73,57.44,9.247
35,12e-6,100e-15,10,28.4e9,59.54,14.31,-3.784,53.74,56.77,9.136
35,12e-6,100e-15,12,27.6e9,56.26,14.31,-2.675,54.1,56.87,9.154
35,12e-6,100e-15,14,27.2e9,54.22,14.31,-1.786,54.42,57.15,9.2
35,12e-6,100e-15,16,26.4e9,52.93,14.3,-1.057,55.1,57.78,9.304
35,12e-6,100e-15,18,26e9,52.08,14.29,-438.9e-3,55.96,58.44,9.414
35,12e-6,100e-15,20,25.6e9,51.49,14.29,86.59e-3,56.74,58.71,9.459
35,14e-6,10e-15,15,28.8e9,52.4,14.03,1.681,54.4,57.76,9.301
35,14e-6,10e-15,10,29.6e9,59.32,14.06,791.4e-3,53.94,57.38,9.239
35,14e-6,10e-15,12,29.2e9,55.59,14.06,1.212,54.46,57.9,9.324
35,14e-6,10e-15,14,28.8e9,53.21,14.04,1.54,54.73,58.12,9.361
35,14e-6,10e-15,16,28.4e9,51.7,14.02,1.81,59.62,61.89,9.987
35,14e-6,10e-15,18,28e9,50.75,14,2.038,61.05,61.95,9.997
35,14e-6,10e-15,20,27.6e9,50.16,13.98,2.236,52.35,55.44,8.916
35,14e-6,10e-15,15,28.8e9,52.4,14.03,1.681,54.4,57.76,9.301
35,14e-6,10e-15,10,29.6e9,59.32,14.06,791.4e-3,53.94,57.38,9.239
35,14e-6,10e-15,12,29.2e9,55.59,14.06,1.212,54.46,57.9,9.324
35,14e-6,10e-15,14,28.8e9,53.21,14.04,1.54,54.73,58.12,9.361
35,14e-6,10e-15,16,28.4e9,51.7,14.02,1.81,59.62,61.89,9.987
35,14e-6,10e-15,18,28e9,50.75,14,2.038,61.05,61.95,9.997
35,14e-6,10e-15,20,27.6e9,50.16,13.98,2.236,52.35,55.44,8.916
35,14e-6,40e-15,15,26.8e9,55.28,14.18,1.237,52.52,56.13,9.03
35,14e-6,40e-15,10,28e9,61.53,14.2,-274.3e-3,53.84,57.54,9.264
35,14e-6,40e-15,12,27.6e9,58.15,14.2,439.4e-3,53.18,56.89,9.157
35,14e-6,40e-15,14,27.2e9,56,14.19,992.8e-3,52.55,56.19,9.041
35,14e-6,40e-15,16,26.4e9,54.6,14.17,1.44,52.79,56.34,9.065
35,14e-6,40e-15,18,26e9,53.67,14.16,1.812,54.19,57.57,9.269
35,14e-6,40e-15,20,25.6e9,53.03,14.14,2.127,56.09,59.23,9.546
35,14e-6,70e-15,15,25.6e9,56.97,14.24,432e-3,56.39,58.23,9.379
35,14e-6,70e-15,10,26.8e9,62.88,14.26,-1.555,56.31,58.66,9.451
35,14e-6,70e-15,12,26.4e9,59.69,14.25,-627.4e-3,56.63,58.59,9.439
35,14e-6,70e-15,14,26e9,57.63,14.24,105.2e-3,56.67,58.47,9.419
35,14e-6,70e-15,16,25.2e9,56.28,14.23,705.3e-3,56.08,57.96,9.335
35,14e-6,70e-15,18,24.8e9,55.34,14.22,1.206,55.02,57.18,9.205
35,14e-6,70e-15,20,24.4e9,54.66,14.21,1.631,53.58,56.21,9.043
35,14e-6,100e-15,15,24.8e9,57.97,14.26,-502.5e-3,58.81,58.34,9.398
35,14e-6,100e-15,10,26e9,63.71,14.28,-2.826,54.14,56.9,9.159
35,14e-6,100e-15,12,25.6e9,60.62,14.27,-1.752,58.45,59.66,9.617
35,14e-6,100e-15,14,24.8e9,58.62,14.27,-888.3e-3,59.92,59.41,9.576
35,14e-6,100e-15,16,24.4e9,57.27,14.26,-172e-3,57.31,57.31,9.227
35,14e-6,100e-15,18,24e9,56.31,14.25,431.3e-3,54.73,55.75,8.967
35,14e-6,100e-15,20,23.6e9,55.59,14.25,947.2e-3,52.73,54.67,8.788
35,16e-6,10e-15,15,26.4e9,56.48,13.9,2.296,53.01,55.78,8.973
35,16e-6,10e-15,10,27.2e9,63.03,13.94,1.45,63.39,64.21,10.37
35,16e-6,10e-15,12,26.8e9,59.53,13.92,1.847,57.11,59.13,9.529
35,16e-6,10e-15,14,26.8e9,57.25,13.91,2.159,50.12,53.38,8.574
35,16e-6,10e-15,16,26.4e9,55.76,13.89,2.417,55.17,57.38,9.238
35,16e-6,10e-15,18,26e9,54.76,13.88,2.637,59.79,60.27,9.719
35,16e-6,10e-15,20,25.6e9,54.07,13.88,2.83,57.7,58.93,9.495
35,16e-6,10e-15,15,26.4e9,56.48,13.9,2.296,53.01,55.78,8.973
35,16e-6,10e-15,10,27.2e9,63.03,13.94,1.45,63.39,64.21,10.37
35,16e-6,10e-15,12,26.8e9,59.53,13.92,1.847,57.11,59.13,9.529
35,16e-6,10e-15,14,26.8e9,57.25,13.91,2.159,50.12,53.38,8.574
35,16e-6,10e-15,16,26.4e9,55.76,13.89,2.417,55.17,57.38,9.238
35,16e-6,10e-15,18,26e9,54.76,13.88,2.637,59.79,60.27,9.719
35,16e-6,10e-15,20,25.6e9,54.07,13.88,2.83,57.7,58.93,9.495
35,16e-6,40e-15,15,24.8e9,59.21,14.12,1.922,56.15,58.74,9.464
35,16e-6,40e-15,10,25.6e9,65.27,14.15,475.2e-3,52.58,56,9.009
35,16e-6,40e-15,12,25.6e9,62.05,14.14,1.157,53.91,56.99,9.173
35,16e-6,40e-15,14,25.2e9,59.92,14.13,1.689,55.75,58.38,9.405
35,16e-6,40e-15,16,24.8e9,58.48,14.12,2.12,55.8,58.51,9.426
35,16e-6,40e-15,18,24.4e9,57.46,14.12,2.481,63.46,64.9,10.49
35,16e-6,40e-15,20,24e9,56.69,14.11,2.787,57.25,60.16,9.7
35,16e-6,70e-15,15,24e9,60.73,14.2,1.178,52.25,54.85,8.818
35,16e-6,70e-15,10,24.8e9,66.55,14.21,-737.1e-3,61.14,60.9,9.823
35,16e-6,70e-15,12,24.4e9,63.46,14.21,158.6e-3,55.41,57.37,9.237
35,16e-6,70e-15,14,24e9,61.41,14.2,869.1e-3,52.84,55.3,8.893
35,16e-6,70e-15,16,23.6e9,59.97,14.2,1.451,51.65,54.41,8.745
35,16e-6,70e-15,18,23.2e9,58.92,14.2,1.938,59.22,60.63,9.778
35,16e-6,70e-15,20,22.8e9,58.09,14.2,2.352,57.92,59.56,9.6
35,16e-6,100e-15,15,23.2e9,61.58,14.23,292.7e-3,51.63,53.61,8.611
35,16e-6,100e-15,10,24e9,67.3,14.24,-1.963,62.13,60.7,9.79
35,16e-6,100e-15,12,23.6e9,64.29,14.24,-918.7e-3,55.69,56.32,9.061
35,16e-6,100e-15,14,23.2e9,62.25,14.23,-77.06e-3,52.37,54.08,8.69
35,16e-6,100e-15,16,22.8e9,60.81,14.23,620.7e-3,50.12,52.61,8.446
35,16e-6,100e-15,18,22.4e9,59.73,14.23,1.21,56.96,57.3,9.225
35,16e-6,100e-15,20,22e9,58.84,14.23,1.715,55.43,57.05,9.183
35,18e-6,10e-15,15,24.8e9,59.91,13.83,2.846,57.37,57.74,9.298
35,18e-6,10e-15,10,25.6e9,66.32,13.84,2.041,53.66,56.26,9.052
35,18e-6,10e-15,12,25.2e9,62.94,13.84,2.42,58.39,59.18,9.537
35,18e-6,10e-15,14,24.8e9,60.69,13.83,2.718,57.95,59.17,9.535
35,18e-6,10e-15,16,24.4e9,59.14,13.84,2.966,50.7,53.53,8.598
35,18e-6,10e-15,18,24e9,58.04,13.85,3.179,57.47,58.21,9.376
35,18e-6,10e-15,20,23.6e9,57.2,13.86,3.365,59.69,61.66,9.948
35,18e-6,10e-15,15,24.8e9,59.91,13.83,2.846,57.37,57.74,9.298
35,18e-6,10e-15,10,25.6e9,66.32,13.84,2.041,53.66,56.26,9.052
35,18e-6,10e-15,12,25.2e9,62.94,13.84,2.42,58.39,59.18,9.537
35,18e-6,10e-15,14,24.8e9,60.69,13.83,2.718,57.95,59.17,9.535
35,18e-6,10e-15,16,24.4e9,59.14,13.84,2.966,50.7,53.53,8.598
35,18e-6,10e-15,18,24e9,58.04,13.85,3.179,57.47,58.21,9.376
35,18e-6,10e-15,20,23.6e9,57.2,13.86,3.365,59.69,61.66,9.948
35,18e-6,40e-15,15,23.2e9,62.46,14.1,2.538,59.12,61.25,9.881
35,18e-6,40e-15,10,24e9,68.5,14.11,1.152,55.27,57.97,9.336
35,18e-6,40e-15,12,23.6e9,65.35,14.1,1.802,56.85,59.13,9.53
35,18e-6,40e-15,14,23.6e9,63.19,14.1,2.314,62.46,64.53,10.43
35,18e-6,40e-15,16,23.2e9,61.65,14.11,2.731,55.5,58.62,9.443
35,18e-6,40e-15,18,22.8e9,60.49,14.11,3.08,53.25,56.79,9.14
35,18e-6,40e-15,20,22.4e9,59.54,14.12,3.377,53.27,56.87,9.154
35,18e-6,70e-15,15,22.4e9,63.79,14.19,1.857,58.74,60.34,9.729
35,18e-6,70e-15,10,23.2e9,69.68,14.18,723.3e-6,51.54,54.5,8.76
35,18e-6,70e-15,12,22.8e9,66.63,14.18,866.3e-3,51.76,54.52,8.763
35,18e-6,70e-15,14,22.4e9,64.51,14.19,1.553,58.49,59.66,9.618
35,18e-6,70e-15,16,22e9,62.96,14.19,2.115,55.58,57.61,9.276
35,18e-6,70e-15,18,22e9,61.74,14.2,2.589,53.98,56.76,9.136
35,18e-6,70e-15,20,21.6e9,60.7,14.21,2.998,54.21,57.42,9.245
35,18e-6,100e-15,15,21.6e9,64.5,14.22,1.017,57.35,57.81,9.31
35,18e-6,100e-15,10,22.4e9,70.34,14.21,-1.184,51.17,53.62,8.614
35,18e-6,100e-15,12,22e9,67.34,14.22,-170.1e-3,51.4,53.68,8.624
35,18e-6,100e-15,14,22e9,65.22,14.22,646.3e-3,57.18,57.55,9.267
35,18e-6,100e-15,16,21.6e9,63.63,14.23,1.33,53.78,55.82,8.979
35,18e-6,100e-15,18,21.2e9,62.35,14.23,1.911,54.44,56.49,9.09
35,18e-6,100e-15,20,20.8e9,61.22,14.24,2.409,55.41,57.51,9.26
35,20e-6,10e-15,15,23.2e9,62.72,13.82,3.347,57.14,57.46,9.251
35,20e-6,10e-15,10,24e9,69.16,13.79,2.576,57.77,58.63,9.445
35,20e-6,10e-15,12,23.6e9,65.83,13.8,2.937,49.48,52.26,8.387
35,20e-6,10e-15,14,23.2e9,63.53,13.82,3.222,54.45,55.74,8.965
35,20e-6,10e-15,16,22.8e9,61.87,13.84,3.459,57.75,58.92,9.494
35,20e-6,10e-15,18,22.8e9,60.61,13.86,3.667,56.76,57.92,9.329
35,20e-6,10e-15,20,22.4e9,59.57,13.89,3.851,53.34,56.07,9.02
35,20e-6,10e-15,15,23.2e9,62.72,13.82,3.347,57.14,57.46,9.251
35,20e-6,10e-15,10,24e9,69.16,13.79,2.576,57.77,58.63,9.445
35,20e-6,10e-15,12,23.6e9,65.83,13.8,2.937,49.48,52.26,8.387
35,20e-6,10e-15,14,23.2e9,63.53,13.82,3.222,54.45,55.74,8.965
35,20e-6,10e-15,16,22.8e9,61.87,13.84,3.459,57.75,58.92,9.494
35,20e-6,10e-15,18,22.8e9,60.61,13.86,3.667,56.76,57.92,9.329
35,20e-6,10e-15,20,22.4e9,59.57,13.89,3.851,53.34,56.07,9.02
35,20e-6,40e-15,15,22e9,65.04,14.11,3.096,53.58,57.14,9.199
35,20e-6,40e-15,10,22.8e9,71.24,14.09,1.761,62.58,64.65,10.44
35,20e-6,40e-15,12,22.4e9,68.08,14.09,2.389,57.47,60.14,9.697
35,20e-6,40e-15,14,22e9,65.83,14.1,2.879,53.64,57.13,9.196
35,20e-6,40e-15,16,22e9,64.14,14.11,3.279,53.66,57.26,9.218
35,20e-6,40e-15,18,21.6e9,62.76,14.13,3.62,52.78,56.39,9.074
35,20e-6,40e-15,20,21.2e9,61.56,14.14,3.91,53.77,57.33,9.231
35,20e-6,70e-15,15,21.2e9,66.17,14.19,2.467,54.41,57.06,9.185
35,20e-6,70e-15,10,21.6e9,72.3,14.17,665.8e-3,58.47,59.61,9.609
35,20e-6,70e-15,12,21.6e9,69.21,14.18,1.507,59.24,60.27,9.717
35,20e-6,70e-15,14,21.2e9,66.96,14.19,2.174,50.97,54.09,8.692
35,20e-6,70e-15,16,20.8e9,65.21,14.2,2.72,54.24,57.19,9.206
35,20e-6,70e-15,18,20.8e9,63.73,14.21,3.181,53.6,57.17,9.204
35,20e-6,70e-15,20,20.4e9,62.4,14.23,3.582,54.32,58.07,9.352
35,20e-6,100e-15,15,20.4e9,66.69,14.23,1.67,55.44,57.09,9.19
35,20e-6,100e-15,10,21.2e9,72.87,14.2,-474.6e-3,60.33,59.48,9.588
35,20e-6,100e-15,12,20.8e9,69.79,14.21,513e-3,58.76,58.77,9.47
35,20e-6,100e-15,14,20.4e9,67.51,14.22,1.307,50.02,53.05,8.519
35,20e-6,100e-15,16,20.4e9,65.68,14.24,1.978,55.51,57.29,9.224

